season,team,team_talent_weighted
2023,Utah State,2213.582719
2023,Vanderbilt,2323.704009
2023,Virginia,2308.687333
2023,Virginia Tech,2325.088776
2023,Wake Forest,2296.800363
2023,Washington,2413.162624
2023,Washington State,2279.206915
2023,West Virginia,2349.377228
2023,Western Kentucky,1942.704568
2023,Western Michigan,2204.851575
2023,Wisconsin,2400.509073
2023,Wyoming,2167.740283
2024,Air Force,389.393659
2024,Akron,2215.482955
2024,Alabama,2562.497319
2024,Arizona,2331.169944
2024,Arizona State,2360.150854
2024,Arkansas,2408.684806
2024,Arkansas State,1835.644077
2024,Army,1466.55047
2024,Auburn,2453.930928
2024,BYU,2283.86938
2024,Ball State,2170.023464
2024,Baylor,2357.21816
2024,Boise State,2253.352272
2024,Boston College,2311.131197
2024,Bowling Green,2166.707447
2024,Buffalo,2199.688426
2024,California,2349.190487
2024,Central Michigan,2172.992432
2024,Charlotte,2234.833179
2024,Cincinnati,2325.851941
2024,Clemson,2507.793407
2024,Coastal Carolina,2199.840409
2024,Colorado,2356.858657
2024,Colorado State,2206.210979
2024,Duke,2264.879552
2024,East Carolina,2245.202009
2024,Eastern Michigan,2197.190444
2024,Florida,2485.399397
2024,Florida Atlantic,2259.4967
2024,Florida State,2480.725283
2024,Fresno State,2256.746288
2024,Georgia,2553.494331
2024,Georgia Southern,2173.28225
2024,Georgia State,2161.502152
2024,Georgia Tech,2339.453441
2024,Hawai'i,2153.481687
2024,Houston,2287.093923
2024,Illinois,2326.495612
2024,Indiana,2302.185565
2024,Iowa,2367.033447
2024,Iowa State,2293.152992
2024,Jacksonville State,1752.614493
2024,James Madison,2107.326228
2024,Kansas,2319.567174
2024,Kansas State,2331.103037
2024,Kent State,2176.324767
2024,Kentucky,2411.673141
2024,LSU,2501.36418
2024,Liberty,2140.439918
2024,Louisiana,2216.054687
2024,Louisiana Tech,2138.90788
2024,Louisville,2380.40564
2024,Marshall,2248.978614
2024,Maryland,2348.897124
2024,Memphis,2280.141555
2024,Miami,2487.276902
2024,Miami (OH),2201.661102
2024,Michigan,2462.561254
2024,Michigan State,2319.879049
2024,Middle Tennessee,2154.165617
2024,Minnesota,2341.131973
2024,Mississippi State,2387.754427
2024,Missouri,2438.964533
2024,NC State,2388.885406
2024,Navy,1615.717263
2024,Nebraska,2420.024767
2024,Nevada,2213.321277
2024,New Mexico,2059.386957
2024,New Mexico State,1965.194434
2024,North Carolina,2427.394034
2024,North Texas,2197.234715
2024,Northern Illinois,2168.516401
2024,Northwestern,2320.448375
2024,Notre Dame,2489.107814
2024,Ohio,2154.046931
2024,Ohio State,2556.353103
2024,Oklahoma,2496.492785
2024,Oklahoma State,2239.059904
2024,Old Dominion,2131.339256
2024,Ole Miss,2444.861904
2024,Oregon,2514.012004
2024,Oregon State,2326.49332
2024,Penn State,2493.91606
2024,Pittsburgh,2352.717875
2024,Purdue,2374.120549
2024,Rice,2199.651324
2024,Rutgers,2326.536112
2024,SMU,2417.509042
2024,San Diego State,2254.481414
2024,San José State,2219.519503
2024,South Alabama,2249.544015
2024,South Carolina,2428.487356
2024,South Florida,2280.792552
2024,Stanford,2356.606962
2024,Syracuse,2348.297641
2024,TCU,2413.64483
2024,Temple,2243.537715
2024,Tennessee,2482.047056
2024,Texas,2533.144991
2024,Texas A&M,2511.519595
2024,Texas State,2180.901689
2024,Texas Tech,2384.288089
2024,Toledo,2248.890105
2024,Troy,2247.084306
2024,Tulane,2268.787667
2024,Tulsa,2242.935272
2024,UAB,2212.696787
2024,UCF,2374.304668
2024,UCLA,2372.708414
2024,UNLV,2188.432915
2024,USC,2455.577549
2024,UTEP,2047.086213
2024,Utah,2379.958432
2024,Utah State,2182.64362
2024,Vanderbilt,2323.670839
2024,Virginia,2324.393512
2024,Virginia Tech,2343.936566
2024,Wake Forest,2298.860512
2024,Washington,2375.817121
2024,Washington State,2249.929489
2024,West Virginia,2315.185857
2024,Western Kentucky,2086.366189
2024,Western Michigan,2202.466779
2024,Wisconsin,2410.104919
2024,Wyoming,2155.402953
2025,Air Force,461.7598419935114
2025,Akron,2215.482955
2025,Alabama,2587.56268766359
2025,App State,2290.238346645682
2025,Arizona,2383.730403262954
2025,Arizona State,2372.33184000262
2025,Arkansas,2393.8867186799193
2025,Arkansas State,2322.274241399711
2025,Army,269.8088472709372
2025,Auburn,2484.2562327338223
2025,BYU,2341.3860795975215
2025,Ball State,492.753143283608
2025,Baylor,2421.950066557685
2025,Boise State,2320.2184510100333
2025,Boston College,2325.71661624396
2025,Bowling Green,479.6624155697208
2025,Buffalo,500.0218360010434
2025,California,2365.312321908532
2025,Central Michigan,713.9512832365028
2025,Charlotte,2308.5503225085085
2025,Cincinnati,2385.0732283031866
2025,Clemson,2554.820922775453
2025,Coastal Carolina,2300.5946434976267
2025,Colorado,2379.976311480549
2025,Colorado State,2334.257879580474
2025,Connecticut,2299.558764105638
2025,Delaware,2275.451673326308
2025,Duke,2416.723639667865
2025,East Carolina,2332.98621180814
2025,Eastern Michigan,928.9695558172946
2025,Florida,2551.689930274321
2025,Florida Atlantic,2306.3960406825463
2025,Florida International,2302.74309012739
2025,Florida State,2495.120491356938
2025,Fresno State,2322.102198303307
2025,Georgia,2597.4617687835935
2025,Georgia Southern,2307.586140880353
2025,Georgia State,2304.1814541503495
2025,Georgia Tech,2418.856313108444
2025,Hawai'i,2299.362125569137
2025,Houston,2379.2955807378867
2025,Illinois,2360.580344461963
2025,Indiana,2426.858804580067
2025,Iowa,2466.5320519879
2025,Iowa State,2355.8657789753693
2025,Jacksonville State,751.2933297722086
2025,James Madison,2304.0220033451797
2025,Kansas,2355.9528034434743
2025,Kansas State,2437.325842713381
2025,Kennesaw State,501.6841332302283
2025,Kent State,489.8621888292757
2025,Kentucky,2440.0021018234797
2025,LSU,2561.9501295437535
2025,Liberty,2323.0140348490554
2025,Louisiana,2312.642820347753
2025,Louisiana Monroe,516.5519080356872
2025,Louisiana Tech,2299.0634976224437
2025,Louisville,2394.4931171880935
2025,Marshall,967.5227515997796
2025,Maryland,2413.669934570654
2025,Memphis,2321.6683934705093
2025,Miami,2567.486557351711
2025,Miami (OH),1683.1516562549991
2025,Michigan,2561.076353308677
2025,Michigan State,2399.8317210948785
2025,Middle Tennessee,245.52481719809583
2025,Minnesota,2433.5173022413787
2025,Mississippi State,2451.499026084639
2025,Missouri,2484.31961623269
2025,NC State,2423.0812516736473
2025,Navy,266.5706182259277
2025,Nebraska,2493.1594403800996
2025,Nevada,2306.7247473710368
2025,New Mexico,2294.062311279625
2025,New Mexico State,1965.194434
2025,North Carolina,2397.126368219905
2025,North Texas,2307.9859601495223
2025,Northern Illinois,716.5935318118184
2025,Northwestern,2360.170361976899
2025,Notre Dame,2571.3637221250797
2025,Ohio,2292.0366489732296
2025,Ohio State,2585.720186765805
2025,Oklahoma,2546.0212235761014
2025,Oklahoma State,2370.3273605079044
2025,Old Dominion,727.6022460652163
2025,Ole Miss,2499.285743864332
2025,Oregon,2568.86935314754
2025,Oregon State,2358.0697427523583
2025,Penn State,2554.200486558512
2025,Pittsburgh,2357.304262021045
2025,Purdue,2339.2790666905053
2025,Rice,2305.136417205202
2025,Rutgers,2426.697887581288
2025,SMU,2412.8661964659514
2025,Sam Houston State,248.5190222858775
2025,San Diego State,2331.44509146144
2025,San José State,2322.306131264904
2025,South Alabama,494.3467725939688
2025,South Carolina,2522.560155491406
2025,South Florida,2314.7367510687623
2025,Southern Mississippi,2309.3632222714664
2025,Stanford,2402.427839488581
2025,Syracuse,2357.857238383246
2025,TCU,2468.026932742589
2025,Temple,2321.8005070764684
2025,Tennessee,2554.355872419878
2025,Texas,2586.003820991776
2025,Texas A&M,2549.4052160976994
2025,Texas State,1162.4807747667496
2025,Texas Tech,2486.794887738414
2025,Toledo,2327.119068277938
2025,Troy,498.14259755634566
2025,Tulane,2334.44062654019
2025,Tulsa,2318.171821684055
2025,UAB,2301.936435301637
2025,UCF,2375.1397706286148
2025,UCLA,2402.2665428294395
2025,UMass,254.50743246144083
2025,UNLV,2322.143708282775
2025,USC,2511.815320940907
2025,UT San Antonio,2343.8674279838797
2025,UTEP,757.2301146310473
2025,Utah,2452.1983738154418
2025,Utah State,2296.616131462466
2025,Vanderbilt,2409.279566569653
2025,Virginia,2371.1341101157327
2025,Virginia Tech,2439.797632190077
2025,Wake Forest,2379.791584434309
2025,Washington,2461.3772074847343
2025,Washington State,2329.2881456258388
2025,West Virginia,2359.0768075295427
2025,Western Kentucky,2301.0326562108576
2025,Western Michigan,517.260769412775
2025,Wisconsin,2462.830772079559
2025,Wyoming,2309.66812248751
2026,Alabama,2588.690064725065
2026,App State,245.52481719809583
2026,Arizona,2404.2523578289924
2026,Arizona State,2406.404403834643
2026,Arkansas,2376.589088053035
2026,Arkansas State,260.49584263700416
2026,Auburn,2484.6800719587036
2026,BYU,2363.979902964986
2026,Baylor,2394.379344587172
2026,Boise State,2337.2961007497715
2026,Boston College,2338.7491687647716
2026,Bowling Green,260.49584263700416
2026,California,2389.5591366712893
2026,Cincinnati,2383.5684275516533
2026,Clemson,2532.332550255439
2026,Colorado,2398.3916383029236
2026,Colorado State,2330.059430540579
2026,Connecticut,266.48425281256743
2026,Duke,2410.106506227195
2026,Florida,2554.70520196446
2026,Florida Atlantic,263.4900477247858
2026,Florida International,263.4900477247858
2026,Florida State,2511.1550406444417
2026,Fresno State,2328.618252992064
2026,Georgia,2594.047912376024
2026,Georgia Tech,2433.431160690199
2026,Hawai'i,245.52481719809583
2026,Houston,2416.866035795822
2026,Illinois,2390.042502318603
2026,Indiana,2464.4401421740345
2026,Iowa,2462.3736116569985
2026,Iowa State,2364.999467083137
2026,Jacksonville State,257.5016375492225
2026,Kansas,2363.959709366378
2026,Kansas State,2446.0520438100903
2026,Kennesaw State,254.50743246144083
2026,Kentucky,2445.1677815533767
2026,LSU,2581.7306150694944
2026,Louisiana Monroe,257.5016375492225
2026,Louisiana Tech,257.5016375492225
2026,Louisville,2415.9044851048093
2026,Marshall,242.5306121103142
2026,Maryland,2422.663402422928
2026,Memphis,1241.1761237055623
2026,Miami,2576.2486540636023
2026,Michigan,2564.399520524206
2026,Michigan State,2419.600300976332
2026,Minnesota,2427.0039888933275
2026,Mississippi State,2478.551690477867
2026,Missouri,2483.4167367116097
2026,NC State,2418.8810086328585
2026,Nebraska,2486.974523497036
2026,Nevada,481.137700149554
2026,New Mexico,254.50743246144083
2026,North Carolina,2428.168325311459
2026,North Texas,522.4886928945259
2026,Northern Illinois,254.50743246144083
2026,Northwestern,2392.3957044760987
2026,Notre Dame,2588.810484062089
2026,Ohio State,2593.742731946684
2026,Oklahoma,2543.1995797397185
2026,Oklahoma State,2405.151552007195
2026,Old Dominion,248.5190222858775
2026,Ole Miss,2501.155271864248
2026,Oregon,2574.307747250963
2026,Oregon State,2316.811784783077
2026,Penn State,2514.1499397207317
2026,Pittsburgh,2362.544527638945
2026,Purdue,2348.1084285098177
2026,Rutgers,2412.970413356656
2026,SMU,2437.673195582163
2026,San Diego State,2347.1348217127206
2026,South Carolina,2559.448444988516
2026,South Florida,2322.913075494253
2026,Stanford,2410.187632262269
2026,Syracuse,2374.6068608562896
2026,TCU,2460.464295379119
2026,Temple,2325.8297088320237
2026,Tennessee,2567.9529781172378
2026,Texas,2595.414243164707
2026,Texas A&M,2559.354456531428
2026,Texas State,260.49584263700416
2026,Texas Tech,2494.2736850296496
2026,Tulane,260.49584263700416
2026,Tulsa,266.48425281256743
2026,UCF,2393.6730269947966
2026,UCLA,2407.1192579778917
2026,UNLV,260.49584263700416
2026,USC,2563.245065222146
2026,UT San Antonio,254.50743246144083
2026,UTEP,254.50743246144083
2026,Utah,2414.3859276382937
2026,Utah State,2289.8066271048365
2026,Vanderbilt,2448.9987278827525
2026,Virginia,2378.885306826557
2026,Virginia Tech,2423.539801616611
2026,Wake Forest,2395.13650171038
2026,Washington,2506.5532008978253
2026,West Virginia,2400.7245409559887
2026,Western Kentucky,254.50743246144083
2026,Wisconsin,2441.109828012512
