season,team,off_rtprod,def_rtprod
2021,Mississippi State,0.72,0.85
2021,Missouri,0.82,0.62
2021,NC State,0.63,0.9
2021,Navy,0.56,0.74
2021,Nebraska,0.56,0.88
2021,Nevada,0.82,0.64
2021,New Mexico,0.56,0.42
2021,North Carolina,0.77,0.81
2021,North Texas,0.67,0.68
2021,Northern Illinois,0.53,0.87
2021,Northwestern,0.29,0.39
2021,Notre Dame,0.44,0.53
2021,Ohio,0.55,0.7
2021,Ohio State,0.55,0.44
2021,Oklahoma,0.78,0.75
2021,Oklahoma State,0.65,0.8
2021,Ole Miss,0.78,0.83
2021,Oregon,0.87,0.84
2021,Oregon State,0.94,0.79
2021,Penn State,0.74,0.82
2021,Pittsburgh,0.82,0.64
2021,Purdue,0.85,0.7
2021,Rice,0.59,0.79
2021,Rutgers,0.67,0.61
2021,SMU,0.5,0.59
2021,San Diego State,0.61,0.42
2021,San José State,0.59,0.74
2021,South Alabama,0.79,0.67
2021,South Carolina,0.54,0.4
2021,South Florida,0.51,0.68
2021,Southern Mississippi,0.57,0.77
2021,Stanford,0.45,0.65
2021,Syracuse,0.83,0.76
2021,TCU,0.87,0.7
2021,Temple,0.41,0.43
2021,Tennessee,0.53,0.54
2021,Texas,0.53,0.69
2021,Texas A&M,0.46,0.74
2021,Texas State,0.82,0.74
2021,Texas Tech,0.63,0.74
2021,Toledo,0.5,0.71
2021,Troy,0.7,0.94
2021,Tulane,0.74,0.53
2021,Tulsa,0.58,0.53
2021,UAB,0.52,0.57
2021,UCF,0.74,0.62
2021,UCLA,0.95,0.88
2021,UMass,0.88,0.71
2021,UNLV,0.46,0.79
2021,USC,0.69,0.69
2021,UT San Antonio,0.87,0.71
2021,UTEP,0.74,0.51
2021,Utah,0.81,0.91
2021,Utah State,0.67,0.61
2021,Vanderbilt,0.75,0.57
2021,Virginia,0.72,0.61
2021,Virginia Tech,0.69,0.67
2021,Wake Forest,0.88,0.74
2021,Washington,0.91,0.73
2021,Washington State,0.88,0.86
2021,West Virginia,0.82,0.81
2021,Western Kentucky,0.67,0.56
2021,Western Michigan,0.65,0.5
2021,Wisconsin,0.84,0.82
2021,Wyoming,0.79,0.79
2022,Air Force,0.7,0.59
2022,Akron,0.53,0.81
2022,Alabama,0.61,0.7
2022,Appalachian State,0.63,0.56
2022,Arizona,0.76,0.67
2022,Arizona State,0.77,0.71
2022,Arkansas,0.65,0.6
2022,Arkansas State,0.52,0.7
2022,Army,0.53,0.69
2022,Auburn,0.65,0.65
2022,BYU,0.8,0.97
2022,Ball State,0.46,0.37
2022,Baylor,0.65,0.51
2022,Boise State,0.65,0.81
2022,Boston College,0.53,0.67
2022,Bowling Green,0.95,0.88
2022,Buffalo,0.51,0.63
2022,California,0.37,0.72
2022,Central Michigan,0.73,0.58
2022,Charlotte,0.89,0.63
2022,Cincinnati,0.68,0.51
2022,Clemson,0.84,0.61
2022,Coastal Carolina,0.43,0.3
2022,Colorado,0.78,0.47
2022,Colorado State,0.55,0.72
2022,Connecticut,0.74,0.76
2022,Duke,0.44,0.52
2022,East Carolina,0.69,0.74
2022,Eastern Michigan,0.66,0.65
2022,Florida,0.72,0.58
2022,Florida Atlantic,0.82,0.51
2022,Florida International,0.63,0.65
2022,Florida State,0.74,0.9
2022,Fresno State,0.83,0.73
2022,Georgia,0.73,0.44
2022,Georgia Southern,0.92,0.78
2022,Georgia State,0.72,0.8
2022,Georgia Tech,0.58,0.54
2022,Hawai'i,0.33,0.33
2022,Houston,0.72,0.76
2022,Illinois,0.51,0.51
2022,Indiana,0.71,0.64
2022,Iowa,0.84,0.67
2022,Iowa State,0.37,0.43
2022,James Madison,0.61,0.55
2022,Kansas,0.75,0.89
2022,Kansas State,0.59,0.55
2022,Kent State,0.44,0.62
2022,Kentucky,0.59,0.72
2022,LSU,0.54,0.69
2022,Liberty,0.53,0.5
2022,Louisiana,0.43,0.53
2022,Louisiana Monroe,0.82,0.41
2022,Louisiana Tech,0.51,0.66
2022,Louisville,0.89,0.71
2022,Marshall,0.53,0.61
2022,Maryland,0.83,0.61
2022,Memphis,0.7,0.7
2022,Miami,0.63,0.8
2022,Miami (OH),0.76,0.47
2022,Michigan,0.87,0.43
2022,Michigan State,0.65,0.79
2022,Middle Tennessee,0.58,0.54
2022,Minnesota,0.8,0.59
2022,Mississippi State,0.72,0.84
2022,Missouri,0.52,0.78
2022,NC State,0.75,0.88
2022,Navy,0.53,0.51
2022,Nebraska,0.57,0.57
2022,Nevada,0.2,0.34
2022,New Mexico,0.44,0.71
2022,New Mexico State,0.31,0.76
2022,North Carolina,0.49,0.78
2022,North Texas,0.9,0.72
2022,Northern Illinois,0.84,0.81
2022,Northwestern,0.65,0.65
2022,Notre Dame,0.49,0.69
2022,Ohio,0.65,0.75
2022,Ohio State,0.7,0.82
2022,Oklahoma,0.47,0.82
2022,Oklahoma State,0.69,0.37
2022,Old Dominion,0.9,0.6
2022,Ole Miss,0.49,0.68
2022,Oregon,0.58,0.69
2022,Oregon State,0.68,0.78
2022,Penn State,0.71,0.57
2022,Pittsburgh,0.74,0.75
2022,Purdue,0.68,0.72
2022,Rice,0.59,0.68
2022,Rutgers,0.74,0.61
2022,SMU,0.83,0.75
2022,San Diego State,0.44,0.64
2022,San José State,0.58,0.55
2022,South Alabama,0.57,0.68
2022,South Carolina,0.82,0.65
2022,South Florida,0.88,0.84
2022,Southern Mississippi,0.86,0.83
2022,Stanford,0.94,0.82
2022,Syracuse,0.79,0.81
2022,TCU,0.82,0.82
2022,Temple,0.6,0.71
2022,Tennessee,0.8,0.68
2022,Texas,0.62,0.74
2022,Texas A&M,0.62,0.6
2022,Texas State,0.89,0.64
2022,Texas Tech,0.54,0.65
2022,Toledo,0.68,0.78
2022,Troy,0.72,0.87
2022,Tulane,0.89,0.62
2022,Tulsa,0.57,0.55
2022,UAB,0.5,0.67
2022,UCF,0.77,0.81
2022,UCLA,0.61,0.57
2022,UMass,0.89,0.84
2022,UNLV,0.76,0.84
2022,USC,0.59,0.59
2022,UT San Antonio,0.87,0.67
2022,UTEP,0.6,0.78
2022,Utah,0.71,0.61
2022,Utah State,0.63,0.47
2022,Vanderbilt,0.7,0.67
2022,Virginia,0.59,0.42
2022,Virginia Tech,0.51,0.79
2022,Wake Forest,0.79,0.64
2022,Washington,0.81,0.67
2022,Washington State,0.32,0.72
2022,West Virginia,0.48,0.64
2022,Western Kentucky,0.51,0.69
2022,Western Michigan,0.27,0.7
2022,Wisconsin,0.63,0.59
2022,Wyoming,0.51,0.59
2023,Air Force,0.47,0.7
2023,Akron,0.78,0.48
2023,Alabama,0.43,0.38
2023,Appalachian State,0.36,0.3
2023,Arizona,0.72,0.42
2023,Arizona State,0.61,0.45
2023,Arkansas,0.58,0.51
2023,Arkansas State,0.49,0.62
2023,Army,0.64,0.64
2023,Auburn,0.72,0.71
2023,BYU,0.62,0.65
2023,Ball State,0.58,0.56
2023,Baylor,0.6,0.51
2023,Boise State,0.78,0.55
2023,Boston College,0.78,0.79
2023,Bowling Green,0.63,0.54
2023,Buffalo,0.57,0.49
2023,California,0.58,0.78
2023,Central Michigan,0.51,0.8
2023,Charlotte,0.52,0.48
2023,Cincinnati,0.42,0.49
2023,Clemson,0.64,0.75
2023,Coastal Carolina,0.79,0.65
2023,Colorado,0.57,0.57
2023,Colorado State,0.62,0.66
2023,Connecticut,0.89,0.71
2023,Duke,0.82,0.6
2023,East Carolina,0.3,0.39
2023,Eastern Michigan,0.47,0.79
2023,Florida,0.55,0.53
2023,Florida Atlantic,0.68,0.99
2023,Florida International,0.71,0.78
2023,Florida State,0.8,0.94
2023,Fresno State,0.48,0.71
2023,Georgia,0.52,0.7
2023,Georgia Southern,0.37,0.56
2023,Georgia State,0.32,0.3
2023,Georgia Tech,0.69,0.66
2023,Hawai'i,0.45,0.49
2023,Houston,0.77,0.43
2023,Illinois,0.64,0.62
2023,Indiana,0.65,0.72
2023,Iowa,0.64,0.49
2023,Iowa State,0.76,0.51
2023,Jacksonville State,0.62,0.64
2023,James Madison,0.6,0.81
2023,Kansas,0.91,0.8
2023,Kansas State,0.73,0.52
2023,Kent State,0.19,0.31
2023,Kentucky,0.71,0.55
2023,LSU,0.81,0.6
2023,Liberty,0.63,0.47
2023,Louisiana,0.78,0.54
2023,Louisiana Monroe,0.39,0.66
2023,Louisiana Tech,0.62,0.81
2023,Louisville,0.61,0.5
2023,Marshall,0.65,0.58
2023,Maryland,0.64,0.63
2023,Memphis,0.67,0.59
2023,Miami,0.62,0.77
2023,Miami (OH),0.61,0.76
2023,Michigan,0.84,0.78
2023,Michigan State,0.8,0.56
2023,Middle Tennessee,0.52,0.86
2023,Minnesota,0.59,0.57
2023,Mississippi State,0.71,0.43
2023,Missouri,0.77,0.8
2023,NC State,0.62,0.49
2023,Navy,0.76,0.74
2023,Nebraska,0.72,0.66
2023,Nevada,0.53,0.54
2023,New Mexico,0.78,0.49
2023,New Mexico State,0.77,0.51
2023,North Carolina,0.69,0.68
2023,North Texas,0.76,0.71
2023,Northern Illinois,0.75,0.79
2023,Northwestern,0.46,0.66
2023,Notre Dame,0.65,0.72
2023,Ohio,0.78,0.26
2023,Ohio State,0.57,0.77
2023,Oklahoma,0.62,0.63
2023,Oklahoma State,0.65,0.5
2023,Old Dominion,0.69,0.46
2023,Ole Miss,0.8,0.62
2023,Oregon,0.65,0.65
2023,Oregon State,0.78,0.52
2023,Penn State,0.55,0.75
2023,Pittsburgh,0.52,0.49
2023,Purdue,0.71,0.59
2023,Rice,0.72,0.74
2023,Rutgers,0.73,0.72
2023,SMU,0.56,0.48
2023,Sam Houston,0.68,0.75
2023,San Diego State,0.71,0.4
2023,San José State,0.57,0.48
2023,South Alabama,0.71,0.82
2023,South Carolina,0.63,0.48
2023,South Florida,0.46,0.67
2023,Southern Mississippi,0.68,0.53
2023,Stanford,0.34,0.36
2023,Syracuse,0.73,0.72
2023,TCU,0.33,0.71
2023,Temple,0.79,0.76
2023,Tennessee,0.57,0.69
2023,Texas,0.85,0.63
2023,Texas A&M,0.82,0.77
2023,Texas State,0.37,0.4
2023,Texas Tech,0.75,0.52
2023,Toledo,0.82,0.72
2023,Troy,0.64,0.55
2023,Tulane,0.73,0.68
2023,Tulsa,0.41,0.38
2023,UAB,0.36,0.42
2023,UCF,0.62,0.69
2023,UCLA,0.54,0.75
2023,UMass,0.77,0.75
2023,UNLV,0.71,0.66
2023,USC,0.75,0.78
2023,UT San Antonio,0.56,0.48
2023,UTEP,0.67,0.63
2023,Utah,0.83,0.69
2023,Utah State,0.44,0.66
2023,Vanderbilt,0.73,0.56
2023,Virginia,0.4,0.64
2023,Virginia Tech,0.73,0.65
2023,Wake Forest,0.46,0.59
2023,Washington,0.74,0.73
2023,Washington State,0.73,0.5
2023,West Virginia,0.6,0.68
2023,Western Kentucky,0.68,0.41
2023,Western Michigan,0.67,0.31
2023,Wisconsin,0.75,0.68
2023,Wyoming,0.82,0.84
2024,Air Force,0.28,0.23
2024,Akron,0.43,0.63
2024,Alabama,0.56,0.33
2024,Appalachian State,0.68,0.67
2024,Arizona,0.7,0.62
2024,Arizona State,0.72,0.63
2024,Arkansas,0.5,0.41
2024,Arkansas State,0.82,0.56
2024,Army,0.58,0.37
2024,Auburn,0.74,0.55
2024,BYU,0.68,0.63
2024,Ball State,0.64,0.33
2024,Baylor,0.71,0.62
2024,Boise State,0.46,0.71
2024,Boston College,0.8,0.53
2024,Bowling Green,0.52,0.45
2024,Buffalo,0.31,0.28
2024,California,0.79,0.66
2024,Central Michigan,0.63,0.68
2024,Charlotte,0.65,0.57
2024,Cincinnati,0.68,0.57
2024,Clemson,0.79,0.49
2024,Coastal Carolina,0.44,0.46
2024,Colorado,0.69,0.76
2024,Colorado State,0.72,0.62
2024,Connecticut,0.54,0.57
2024,Duke,0.53,0.57
2024,East Carolina,0.77,0.52
2024,Eastern Michigan,0.45,0.47
2024,Florida,0.7,0.66
2024,Florida Atlantic,0.34,0.51
2024,Florida International,0.76,0.51
2024,Florida State,0.56,0.6
2024,Fresno State,0.8,0.48
2024,Georgia,0.76,0.55
2024,Georgia Southern,0.35,0.66
2024,Georgia State,0.28,0.36
2024,Georgia Tech,0.83,0.49
2024,Hawai'i,0.6,0.49
2024,Houston,0.59,0.63
2024,Illinois,0.58,0.65
2024,Indiana,0.59,0.53
2024,Iowa,0.8,0.58
2024,Iowa State,0.9,0.8
2024,Jacksonville State,0.61,0.77
2024,James Madison,0.4,0.38
2024,Kansas,0.62,0.56
2024,Kansas State,0.37,0.8
2024,Kennesaw State,0.8,0.71
2024,Kent State,0.58,0.41
2024,Kentucky,0.45,0.52
2024,LSU,0.55,0.71
2024,Liberty,0.63,0.57
2024,Louisiana,0.73,0.73
2024,Louisiana Monroe,0.39,0.41
2024,Louisiana Tech,0.46,0.35
2024,Louisville,0.53,0.79
2024,Marshall,0.67,0.57
2024,Maryland,0.4,0.51
2024,Memphis,0.74,0.65
2024,Miami,0.79,0.53
2024,Miami (OH),0.79,0.7
2024,Michigan,0.24,0.47
2024,Michigan State,0.48,0.74
2024,Middle Tennessee,0.57,0.32
2024,Minnesota,0.68,0.74
2024,Mississippi State,0.54,0.27
2024,Missouri,0.79,0.58
2024,NC State,0.65,0.53
2024,Navy,0.63,0.73
2024,Nebraska,0.76,0.78
2024,Nevada,0.62,0.55
2024,New Mexico,0.26,0.54
2024,New Mexico State,0.61,0.35
2024,North Carolina,0.37,0.36
2024,North Texas,0.42,0.66
2024,Northern Illinois,0.55,0.72
2024,Northwestern,0.64,0.88
2024,Notre Dame,0.61,0.6
2024,Ohio,0.22,0.33
2024,Ohio State,0.61,0.61
2024,Oklahoma,0.44,0.79
2024,Oklahoma State,0.79,0.74
2024,Old Dominion,0.85,0.56
2024,Ole Miss,0.71,0.52
2024,Oregon,0.68,0.7
2024,Oregon State,0.54,0.26
2024,Penn State,0.74,0.66
2024,Pittsburgh,0.65,0.62
2024,Purdue,0.56,0.46
2024,Rice,0.62,0.84
2024,Rutgers,0.69,0.79
2024,SMU,0.64,0.6
2024,Sam Houston,0.63,0.64
2024,San Diego State,0.49,0.43
2024,San José State,0.32,0.52
2024,South Alabama,0.39,0.44
2024,South Carolina,0.52,0.74
2024,Southern Mississippi,0.49,0.63
2024,Stanford,0.69,0.65
2024,Syracuse,0.81,0.67
2024,TCU,0.63,0.78
2024,Temple,0.46,0.62
2024,Tennessee,0.46,0.58
2024,Texas,0.74,0.66
2024,Texas A&M,0.77,0.67
2024,Texas State,0.54,0.65
2024,Texas Tech,0.54,0.5
2024,Toledo,0.32,0.51
2024,Troy,0.42,0.29
2024,Tulane,0.47,0.53
2024,Tulsa,0.5,0.38
2024,UAB,0.81,0.52
2024,UCF,0.38,0.6
2024,UCLA,0.51,0.51
2024,UMass,0.66,0.81
2024,UNLV,0.63,0.63
2024,USC,0.51,0.49
2024,USF,0.87,0.58
2024,UT San Antonio,0.51,0.39
2024,UTEP,0.42,0.48
2024,Utah,0.75,0.7
2024,Utah State,0.63,0.71
2024,Vanderbilt,0.54,0.65
2024,Virginia,0.85,0.68
2024,Virginia Tech,0.95,0.77
2024,Wake Forest,0.61,0.74
2024,Washington,0.19,0.52
2024,Washington State,0.57,0.53
2024,West Virginia,0.89,0.52
2024,Western Kentucky,0.59,0.64
2024,Wisconsin,0.7,0.71
2024,Wyoming,0.57,0.67
2025,Air Force,0.57,0.43
2025,Akron,0.52,0.3
2025,Alabama,0.59,0.69
2025,Appalachian State,0.28,0.43
2025,Arizona,0.71,0.62
2025,Arizona State,0.78,0.79
2025,Arkansas,0.65,0.54
2025,Arkansas State,0.58,0.34
2025,Army,0.36,0.51
2025,Auburn,0.67,0.63
2025,BYU,0.65,0.52
2025,Ball State,0.22,0.37
2025,Baylor,0.77,0.63
2025,Boise State,0.75,0.59
2025,Boston College,0.63,0.61
2025,Bowling Green,0.45,0.19
2025,Buffalo,0.44,0.74
2025,California,0.48,0.53
2025,Central Michigan,0.45,0.62
2025,Charlotte,0.35,0.4
2025,Cincinnati,0.62,0.68
2025,Clemson,0.85,0.76
2025,Coastal Carolina,0.67,0.42
2025,Colorado,0.5,0.55
2025,Colorado State,0.59,0.41
2025,Connecticut,0.68,0.42
2025,Delaware,0.54,0.77
2025,Duke,0.6,0.58
2025,East Carolina,0.51,0.35
2025,Eastern Michigan,0.37,0.36
2025,Florida,0.66,0.62
2025,Florida Atlantic,0.5,0.32
2025,Florida International,0.46,0.35
2025,Florida State,0.57,0.6
2025,Fresno State,0.4,0.42
2025,Georgia,0.42,0.51
2025,Georgia Southern,0.68,0.52
2025,Georgia State,0.53,0.32
2025,Georgia Tech,0.68,0.62
2025,Hawai'i,0.42,0.65
2025,Houston,0.69,0.61
2025,Illinois,0.78,0.72
2025,Indiana,0.62,0.61
2025,Iowa,0.64,0.47
2025,Iowa State,0.65,0.57
2025,Jacksonville State,0.24,0.32
2025,James Madison,0.65,0.51
2025,Kansas,0.62,0.49
2025,Kansas State,0.71,0.63
2025,Kennesaw State,0.67,0.82
2025,Kent State,0.34,0.39
2025,Kentucky,0.63,0.55
2025,LSU,0.65,0.64
2025,Liberty,0.59,0.59
2025,Louisiana,0.32,0.44
2025,Louisiana Tech,0.49,0.43
2025,Louisville,0.58,0.57
2025,Marshall,0.31,0.24
2025,Maryland,0.39,0.46
2025,Memphis,0.39,0.41
2025,Miami,0.52,0.62
2025,Miami (OH),0.15,0.51
2025,Michigan,0.65,0.64
2025,Michigan State,0.71,0.62
2025,Middle Tennessee,0.59,0.6
2025,Minnesota,0.43,0.61
2025,Mississippi State,0.61,0.68
2025,Missouri,0.44,0.72
2025,Missouri State,0.71,0.5
2025,NC State,0.66,0.57
2025,Navy,0.74,0.52
2025,Nebraska,0.69,0.52
2025,Nevada,0.36,0.34
2025,New Mexico,0.32,0.41
2025,New Mexico State,0.56,0.39
2025,North Carolina,0.56,0.46
2025,North Texas,0.44,0.55
2025,Northern Illinois,0.37,0.33
2025,Northwestern,0.56,0.63
2025,Notre Dame,0.47,0.65
2025,Ohio,0.59,0.35
2025,Ohio State,0.47,0.48
2025,Oklahoma,0.77,0.63
2025,Oklahoma State,0.4,0.55
2025,Old Dominion,0.44,0.54
2025,Ole Miss,0.45,0.49
2025,Oregon,0.4,0.45
2025,Oregon State,0.58,0.67
2025,Penn State,0.76,0.53
2025,Pittsburgh,0.66,0.61
2025,Purdue,0.39,0.46
2025,Rice,0.36,0.46
2025,Rutgers,0.81,0.61
2025,SMU,0.66,0.54
2025,Sam Houston,0.56,0.23
2025,San Diego State,0.36,0.7
2025,San José State,0.52,0.55
2025,South Alabama,0.44,0.4
2025,South Carolina,0.66,0.49
2025,South Florida,0.69,0.66
2025,Southern Mississippi,0.55,0.31
2025,Stanford,0.56,0.73
2025,Syracuse,0.32,0.6
2025,TCU,0.67,0.62
2025,Temple,0.65,0.45
2025,Tennessee,0.39,0.63
2025,Texas,0.4,0.62
2025,Texas A&M,0.7,0.74
2025,Texas State,0.38,0.35
2025,Texas Tech,0.7,0.76
2025,Toledo,0.75,0.52
2025,Troy,0.49,0.56
2025,Tulane,0.49,0.56
2025,Tulsa,0.46,0.58
2025,UAB,0.43,0.43
2025,UCF,0.47,0.48
2025,UCLA,0.54,0.37
2025,UL Monroe,0.64,0.64
2025,UMass,0.39,0.32
2025,UNLV,0.34,0.29
2025,USC,0.5,0.49
2025,UTEP,0.65,0.4
2025,UTSA,0.82,0.46
2025,Utah,0.75,0.56
2025,Utah State,0.19,0.43
2025,Vanderbilt,0.78,0.77
2025,Virginia,0.6,0.66
2025,Virginia Tech,0.47,0.58
2025,Wake Forest,0.51,0.6
2025,Washington,0.48,0.55
2025,Washington State,0.34,0.29
2025,West Virginia,0.48,0.56
2025,Western Kentucky,0.38,0.35
2025,Western Michigan,0.26,0.41
2025,Wisconsin,0.68,0.67
2025,Wyoming,0.8,0.32
2026,Air Force,0.53,0.49
2026,Akron,0.62,0.65
2026,Alabama,0.18,0.48
2026,Appalachian State,0.66,0.55
2026,Arizona,0.45,0.6
2026,Arizona State,0.52,0.34
2026,Arkansas,0.57,0.39
2026,Arkansas State,0.4,0.38
2026,Army,0.44,0.39
2026,Auburn,0.52,0.46
2026,BYU,0.64,0.5
2026,Ball State,0.61,0.62
2026,Baylor,0.48,0.45
2026,Boise State,0.37,0.61
2026,Boston College,0.33,0.5
2026,Bowling Green,0.61,0.6
2026,Buffalo,0.6,0.56
2026,California,0.48,0.51
2026,Central Michigan,0.69,0.69
2026,Charlotte,0.55,0.77
2026,Cincinnati,0.68,0.28
2026,Clemson,0.49,0.44
2026,Coastal Carolina,0.75,0.55
2026,Colorado,0.35,0.61
2026,Colorado State,0.23,0.2
2026,Connecticut,0.25,0.37
2026,Delaware,0.64,0.44
2026,Duke,0.23,0.58
2026,East Carolina,0.67,0.63
2026,Eastern Michigan,0.55,0.55
2026,Florida,0.68,0.74
2026,Florida Atlantic,0.57,0.56
2026,Florida International,0.25,0.37
2026,Florida State,0.52,0.45
2026,Fresno State,0.38,0.54
2026,Georgia,0.28,0.52
2026,Georgia Southern,0.65,0.66
2026,Georgia State,0.58,0.65
2026,Georgia Tech,0.4,0.4
2026,Hawai'i,0.71,0.67
2026,Houston,0.57,0.57
2026,Illinois,0.39,0.44
2026,Indiana,0.57,0.39
2026,Iowa,0.71,0.65
2026,Iowa State,0.76,0.61
2026,Jacksonville State,0.63,0.35
2026,James Madison,0.62,0.53
2026,Kansas,0.46,0.55
2026,Kansas State,0.6,0.42
2026,Kennesaw State,0.48,0.27
2026,Kent State,0.32,0.38
2026,Kentucky,0.24,0.23
2026,LSU,0.52,0.54
2026,Liberty,0.42,0.55
2026,Louisiana,0.47,0.32
2026,Louisiana Tech,0.61,0.36
2026,Louisville,0.49,0.43
2026,Marshall,0.27,0.43
2026,Maryland,0.7,0.43
2026,Memphis,0.69,0.61
2026,Miami,0.44,0.37
2026,Miami (OH),0.34,0.37
2026,Michigan,0.54,0.58
2026,Michigan State,0.27,0.32
2026,Middle Tennessee,0.56,0.67
2026,Minnesota,0.38,0.49
2026,Mississippi State,0.32,0.38
2026,Missouri,0.47,0.36
2026,Missouri State,0.58,0.62
2026,NC State,0.33,0.61
2026,Navy,0.28,0.35
2026,Nebraska,0.45,0.61
2026,Nevada,0.42,0.25
2026,New Mexico,0.64,0.48
2026,New Mexico State,0.48,0.36
2026,North Carolina,0.73,0.63
2026,North Dakota State,0.54,0.37
2026,North Texas,0.65,0.51
2026,Northern Illinois,0.47,0.24
2026,Northwestern,0.48,0.51
2026,Notre Dame,0.67,0.77
2026,Ohio,0.76,0.43
2026,Ohio State,0.62,0.43
2026,Oklahoma,0.6,0.54
2026,Oklahoma State,0.59,0.4
2026,Old Dominion,0.59,0.69
2026,Ole Miss,0.52,0.55
2026,Oregon,0.67,0.64
2026,Oregon State,0.37,0.26
2026,Penn State,0.47,0.42
2026,Pittsburgh,0.52,0.47
2026,Purdue,0.67,0.33
2026,Rice,0.62,0.62
2026,Rutgers,0.21,0.42
2026,SMU,0.55,0.55
2026,Sacramento State,0.42,0.75
2026,Sam Houston,0.43,0.36
2026,San Diego State,0.5,0.53
2026,San Jose State,0.7,0.45
2026,South Alabama,0.63,0.72
2026,South Carolina,0.45,0.52
2026,South Florida,0.71,0.58
2026,Southern Mississippi,0.57,0.58
2026,Stanford,0.57,0.46
2026,Syracuse,0.46,0.61
2026,TCU,0.51,0.37
2026,Temple,0.62,0.29
2026,Tennessee,0.62,0.46
2026,Texas,0.43,0.5
2026,Texas A&M,0.6,0.55
2026,Texas State,0.44,0.52
2026,Texas Tech,0.59,0.64
2026,Toledo,0.55,0.62
2026,Troy,0.64,0.6
2026,Tulane,0.68,0.58
2026,Tulsa,0.57,0.53
2026,UAB,0.61,0.6
2026,UCF,0.44,0.62
2026,UCLA,0.25,0.44
2026,UL Monroe,0.48,0.4
2026,UMass,0.49,0.43
2026,UNLV,0.72,0.55
2026,USC,0.61,0.57
2026,UTEP,0.71,0.5
2026,UTSA,0.49,0.46
2026,Umass,0.26,0.33
2026,Utah,0.4,0.55
2026,Utah State,0.3,0.39
2026,Vanderbilt,0.73,0.61
2026,Virginia,0.44,0.58
2026,Virginia Tech,0.44,0.57
2026,Wake Forest,0.4,0.52
2026,Washington,0.56,0.58
2026,Washington State,0.67,0.64
2026,West Virginia,0.44,0.46
2026,Western Kentucky,0.49,0.67
2026,Western Michigan,0.23,0.62
2026,Wisconsin,0.63,0.4
2026,Wyoming,0.66,0.58
